station_origin,station_destination,flows,population,jobs,distance
Uxbridge,South Harrow,24,2764,387,10484.436171809668
Uxbridge,South Kensington,31,2764,15325,28656.907043058625
Uxbridge,South Woodford,0,2764,766,44056.53854986591
Uxbridge,Southfields,1,2764,1351,32891.76590872892
Uxbridge,Southgate,0,2764,874,41148.14239120974
Uxbridge,Southwark,34,2764,10326,31621.188510564552
Uxbridge,St. James's Park,9,2764,13339,31310.223104128894
Uxbridge,St. John's Wood,12,2764,3982,24622.299993321878
Uxbridge,St. Paul's,2,2764,13446,31647.12384073741
Uxbridge,Stamford Brook,3,2764,784,23053.048961587123
Uxbridge,Stanmore,4,2764,983,23016.375002195717
Uxbridge,Stepney Green,1,2764,1879,35497.36897392721
Uxbridge,Stockwell,0,2764,1623,34267.30151673498
Uxbridge,Stonebridge Park,1,2764,729,29188.4629067769
Uxbridge,Stratford,11,2764,55954,37287.27570366052
Uxbridge,Sudbury Hill,10,2764,277,11969.883400293216
Uxbridge,Sudbury Town,9,2764,218,13586.878473791241
Uxbridge,Swiss Cottage,12,2764,2598,23652.38074709963
Uxbridge,Temple,4,2764,6780,30985.695581729207
Uxbridge,Tooting Bec,1,2764,1239,39262.40312873843
Uxbridge,Tooting Broadway,3,2764,4506,40337.32645555979
Uxbridge,Tottenham Court Road,6,2764,19126,29189.464825177765
Uxbridge,Tottenham Hale,1,2764,3239,35501.68112912005
Uxbridge,Totteridge & Whetstone,0,2764,287,43670.92534945487
Uxbridge,Tower Hill,2,2764,8286,33336.35046095222
Uxbridge,Tufnell Park,0,2764,557,33307.27060721645
Uxbridge,Turnham Green,4,2764,1515,22442.769976950694
Uxbridge,Turnpike Lane,1,2764,992,35378.50759121003
Uxbridge,Upminster,0,2764,1132,56577.71223786998
Uxbridge,Upney,0,2764,485,45922.275952181335
Uxbridge,Upton Park,2,2764,1642,41211.73508762178
Uxbridge,Vauxhall,11,2764,16242,32760.463597447193
Uxbridge,Victoria,45,2764,33251,30535.297340650875
Uxbridge,Walthamstow Central,2,2764,5271,35646.515641446196
Uxbridge,Wanstead,0,2764,419,42749.98695938117
Uxbridge,Warren Street,0,2764,17309,29464.864756602947
Uxbridge,Warwick Avenue,1,2764,1174,29297.667679889542
Uxbridge,Waterloo,22,2764,23466,30964.773343128094
Uxbridge,Watford,15,2764,961,25710.487161875084
Uxbridge,Wembley Central,0,2764,1327,30906.554123276233
Uxbridge,Wembley Park,88,2764,5759,15740.777628771497
Uxbridge,West Brompton,3,2764,5859,27562.862603042664
Uxbridge,West Finchley,0,2764,91,41247.33046530244
Uxbridge,West Ham,1,2764,5487,38960.77142001245
Uxbridge,West Hampstead,14,2764,5856,22326.2100707041
Uxbridge,West Harrow,9,2764,122,10042.9872096314
Uxbridge,West Kensington,2,2764,1345,26054.377491457617
Uxbridge,Westbourne Park,2,2764,1347,28587.322125488503
Uxbridge,Westminster,42,2764,15466,30749.48479777029
Uxbridge,White City,3,2764,5966,27324.903485495783
Uxbridge,Whitechapel,3,2764,17633,34417.225926156614
Uxbridge,Willesden Green,4,2764,830,20125.555421959765
Uxbridge,Willesden Junction,1,2764,4165,26549.309691374714
Uxbridge,Wimbledon,12,2764,6295,35907.25485264263
Uxbridge,Wimbledon Park,0,2764,596,34251.381833154395
Uxbridge,Wood Green,1,2764,2146,36309.320745333884
Uxbridge,Wood Lane,1,2764,1578,26567.99130966296
Uxbridge,Woodford,0,2764,706,45768.482361587
Uxbridge,Woodside Park,0,2764,745,42193.81701686774
Vauxhall,Acton Town,9,16218,2202,13000.756168906326
Vauxhall,Aldgate,15,16218,7782,8204.858494357513
Vauxhall,Aldgate East,57,16218,7932,8446.902819788687
Vauxhall,Alperton,1,16218,741,17973.79377675338
Vauxhall,Amersham,0,16218,256,44783.47191629402
Vauxhall,Angel,147,16218,8103,8184.810003584427
Vauxhall,Archway,35,16218,2193,10550.773099654523
Vauxhall,Arnos Grove,7,16218,748,18322.161620483126
Vauxhall,Arsenal,4,16218,315,10321.163002158439
Vauxhall,Baker Street,157,16218,14973,6218.842628201879
Vauxhall,Balham,40,16218,3814,5526.806904802119
Vauxhall,Bank and Monument,158,16218,78549,6767.9653125541045
Vauxhall,Barbican,82,16218,9134,8252.058223344005
Vauxhall,Barking,8,16218,7004,20341.68538496138
Vauxhall,Barkingside,1,16218,262,25896.946664201
Vauxhall,Barons Court,31,16218,2956,7730.302888829998
Vauxhall,Bayswater,1,16218,615,8031.194298099692
Vauxhall,Becontree,0,16218,456,23636.12122582733
Vauxhall,Belsize Park,33,16218,2255,9546.589561207042
Vauxhall,Bermondsey,7,16218,3172,7969.042479443384
Vauxhall,Bethnal Green,23,16218,4660,10017.709309603619
Vauxhall,Blackfriars,135,16218,10849,5863.54207469082
Vauxhall,Blackhorse Road,46,16218,2955,17067.576522245097
Vauxhall,Bond Street,154,16218,20967,4583.633053884387
Vauxhall,Borough,23,16218,3254,5366.673026690632
Vauxhall,Boston Manor,1,16218,892,16512.424097177165
Vauxhall,Bounds Green,12,16218,778,16967.91419372052
Vauxhall,Bow Road,4,16218,1193,12144.53129482612
Vauxhall,Brent Cross,5,16218,450,14625.350435200793
Vauxhall,Brixton,407,16218,5084,3093.555396366377
Vauxhall,Bromley-by-Bow,5,16218,1613,13153.29630298317
Vauxhall,Buckhurst Hill,0,16218,228,25122.581638630047
Vauxhall,Burnt Oak,5,16218,649,19217.865764747792
Vauxhall,Caledonian Road,28,16218,1803,9039.158265033908
Vauxhall,Camden Town,131,16218,6348,7514.733286000728
Vauxhall,Canada Water,8,16218,20443,8958.54411681228
Vauxhall,Canary Wharf,220,16218,58772,11560.364566648179
Vauxhall,Canning Town,45,16218,15428,14203.055962255617
Vauxhall,Cannon Street,33,16218,4698,6771.970785327566
Vauxhall,Canons Park,2,16218,526,22875.65982023881
Vauxhall,Chalfont & Latimer,1,16218,554,41397.805618954066
Vauxhall,Chalk Farm,34,16218,1329,8508.499162874174
Vauxhall,Chancery Lane,212,16218,15391,6150.953322465806
Vauxhall,Charing Cross,10,16218,7016,4657.263837523714
Vauxhall,Chesham,0,16218,243,47713.69060746304
Vauxhall,Chigwell,0,16218,148,26370.05627263402
Vauxhall,Chiswick Park,7,16218,1517,11728.600370899716
Vauxhall,Chorleywood,3,16218,702,37884.95133331384
Vauxhall,Clapham Common,18,16218,2020,3101.887768121256
Vauxhall,Clapham North,22,16218,1238,2459.1337005115756
Vauxhall,Clapham South,28,16218,1513,4354.194731964622
Vauxhall,Cockfosters,1,16218,262,23510.894302030327
Vauxhall,Colindale,45,16218,2081,17911.466008714688
Vauxhall,Colliers Wood,10,16218,865,8857.24059279338
Vauxhall,Covent Garden,43,16218,4355,4952.554047639243
Vauxhall,Croxley,1,16218,340,33846.48588890597
Vauxhall,Dagenham East,2,16218,649,26343.503222985295
Vauxhall,Dagenham Heathway,3,16218,1108,25064.297837000733
Vauxhall,Debden,4,16218,865,29010.13402408832
Vauxhall,Dollis Hill,2,16218,847,13955.897297283474
Vauxhall,Ealing Broadway,25,16218,4846,15592.64276694582
Vauxhall,Ealing Common,6,16218,915,14027.368503473916
Vauxhall,Earl's Court,60,16218,6613,6225.530269790156
Vauxhall,East Acton,17,16218,1505,12028.538995134273
Vauxhall,East Finchley,9,16218,1253,13889.972874079132
Vauxhall,East Ham,10,16218,2062,17916.770867785777
Vauxhall,East Putney,1,16218,1877,10490.965420310615
Vauxhall,Eastcote,1,16218,364,25900.87320019107
Vauxhall,Edgware,7,16218,772,20735.98024400223
Vauxhall,Edgware Road,61,16218,6868,7253.661485592801
Vauxhall,Elephant & Castle,34,16218,6427,4545.553534921035
Vauxhall,Elm Park,0,16218,269,28639.293371513835
Vauxhall,Embankment,23,16218,10220,4316.938006700454
Vauxhall,Epping,0,16218,498,34957.521316272796
Vauxhall,Euston,789,16218,16800,6141.157185018179
Vauxhall,Euston Square,0,16218,8093,7665.593613100969
Vauxhall,Fairlop,0,16218,182,27065.652720360253
Vauxhall,Farringdon,190,16218,25592,8712.960692931894
Vauxhall,Finchley Central,28,16218,1921,16260.51183661582
Vauxhall,Finchley Road,15,16218,3417,9753.42770934597
Vauxhall,Finsbury Park,213,16218,6769,11093.91351989104
Vauxhall,Fulham Broadway,31,16218,4200,7735.660375118338
Vauxhall,Gants Hill,4,16218,601,22408.658074199953
Vauxhall,Gloucester Road,59,16218,5194,5315.428239358898
Vauxhall,Golders Green,20,16218,1871,13110.26198020114
Vauxhall,Goldhawk Road,1,16218,370,9629.690906907772
Vauxhall,Goodge Street,12,16218,6457,5817.423997995346
Vauxhall,Grange Hill,0,16218,76,27716.959525673985
Vauxhall,Great Portland Street,0,16218,6936,7045.646743937494
Vauxhall,Green Park,1409,16218,26754,3434.741403994374
Vauxhall,Greenford,14,16218,1157,19489.61613477228
Vauxhall,Gunnersbury,11,16218,4775,12325.530044961784
Vauxhall,Hainault,2,16218,356,27944.317140889823
Vauxhall,Hammersmith,153,16218,18250,8624.120787916847
Vauxhall,Hampstead,27,16218,2010,10724.576512022715
Vauxhall,Hanger Lane,9,16218,1493,15663.320486984496
Vauxhall,Harlesden,7,16218,1668,13821.403273917947
Vauxhall,Harrow & Wealdstone,3,16218,1335,22485.920226127233
Vauxhall,Harrow-on-the-Hill,11,16218,3019,21475.630048695853
Vauxhall,Hatton Cross,4,16218,1219,25068.834415778405
Vauxhall,Heathrow Terminal 4,5,16218,693,26945.167081847947
Vauxhall,Heathrow Terminal 5,13,16218,975,29936.745616942426
Vauxhall,Heathrow Terminals 2 & 3,19,16218,2406,27481.513561777352
Vauxhall,Hendon Central,30,16218,1878,15758.970719173647
Vauxhall,High Barnet,6,16218,953,22513.514928054883
Vauxhall,High Street Kensington,65,16218,5427,6320.5339938904335
Vauxhall,Highbury & Islington,481,16218,25385,9586.318756296503
Vauxhall,Highgate,12,16218,856,12140.970805517629
Vauxhall,Hillingdon,0,16218,318,30616.060667029582
Vauxhall,Holborn,149,16218,22346,5585.478395669718
Vauxhall,Holland Park,27,16218,2063,7980.881566842114
Vauxhall,Holloway Road,23,16218,1696,9654.451459100957
Vauxhall,Hornchurch,0,16218,451,30183.660518357166
Vauxhall,Hounslow Central,2,16218,708,20786.33460616073
Vauxhall,Hounslow East,3,16218,843,20040.658082372145
Vauxhall,Hounslow West,0,16218,401,22265.40210559522
Vauxhall,Hyde Park Corner,13,16218,2410,4214.611531352706
Vauxhall,Ickenham,0,16218,282,29491.630082119984
Vauxhall,Kennington,4,16218,1161,3706.0012602052234
Vauxhall,Kensal Green,5,16218,472,12808.674994309025
Vauxhall,Kentish Town,43,16218,3404,8792.664501641982
Vauxhall,Kenton,0,16218,768,20705.2660552686
Vauxhall,Kew Gardens,4,16218,792,14105.752523313411
Vauxhall,Kilburn,17,16218,1953,11524.759448776485
Vauxhall,Kilburn Park,11,16218,823,10614.258637392357
Vauxhall,King's Cross St. Pancras,1392,16218,33330,7004.510742059954
Vauxhall,Kingsbury,3,16218,1018,19936.402125145185
Vauxhall,Knightsbridge,72,16218,6821,4798.5528642561385
Vauxhall,Ladbroke Grove,11,16218,2131,10754.871651039966
Vauxhall,Lambeth North,0,16218,1319,4987.212854944042
Vauxhall,Lancaster Gate,15,16218,1820,6485.6358343156435
Vauxhall,Latimer Road,4,16218,1109,11149.06415716741
Vauxhall,Leicester Square,39,16218,8847,4587.031855761911
Vauxhall,Leyton,9,16218,1447,16439.1397667932
Vauxhall,Leytonstone,4,16218,1844,18103.005788228165
Vauxhall,Liverpool Street,230,16218,61122,7609.456194454859
Vauxhall,London Bridge,106,16218,29930,5881.253878336434
Vauxhall,Loughton,0,16218,655,26958.03722621438
Vauxhall,Maida Vale,5,16218,949,9762.486659589005
Vauxhall,Manor House,48,16218,1311,12210.038995538474
Vauxhall,Mansion House,91,16218,7815,6523.795597850572
Vauxhall,Marble Arch,82,16218,6145,5267.056936625017
Vauxhall,Marylebone,117,16218,4250,6757.13195953346
Vauxhall,Mile End,27,16218,3759,11519.612906041008
Vauxhall,Mill Hill East,2,16218,681,17782.692331388917
Vauxhall,Moor Park,2,16218,550,30936.39523907892
Vauxhall,Moorgate,114,16218,24574,7544.782074230563
Vauxhall,Morden,40,16218,1447,11468.909282708355
Vauxhall,Mornington Crescent,33,16218,2927,6924.533039119691
Vauxhall,Neasden,11,16218,732,14741.465484076916
Vauxhall,Newbury Park,2,16218,559,24766.411478497663
Vauxhall,North Acton,39,16218,3168,13209.045005048936
Vauxhall,North Ealing,1,16218,332,14951.76002386276
Vauxhall,North Greenwich,18,16218,6276,13390.139916527307
Vauxhall,North Harrow,1,16218,190,23455.21904810853
Vauxhall,North Wembley,1,16218,365,18382.53867993217
Vauxhall,Northfields,3,16218,864,15581.593694622732
Vauxhall,Northolt,5,16218,663,21308.019878327937
Vauxhall,Northwick Park,5,16218,1713,20172.513818146334
Vauxhall,Northwood,3,16218,1018,28718.17912067469
Vauxhall,Northwood Hills,0,16218,488,27131.53908008002
Vauxhall,Notting Hill Gate,58,16218,5490,7281.162430103076
Vauxhall,Oakwood,5,16218,423,22166.940317157874
Vauxhall,Old Street,140,16218,15897,8398.28879762475
Vauxhall,Osterley,0,16218,521,19073.181800450497
Vauxhall,Oval,4,16218,2544,2790.855939801555
Vauxhall,Oxford Circus,2152,16218,44368,4445.284803542604
Vauxhall,Paddington,209,16218,20198,8042.275330754104
Vauxhall,Park Royal,14,16218,1552,16051.39363738331
Vauxhall,Parsons Green,30,16218,2711,8437.991372447543
Vauxhall,Perivale,3,16218,532,17893.207735401145
Vauxhall,Piccadilly Circus,36,16218,13641,4212.348738776506
Vauxhall,Pimlico,85,16218,5585,825.314289763769
Vauxhall,Pinner,1,16218,292,24972.933369500395
Vauxhall,Plaistow,3,16218,1049,15295.394200214145
Vauxhall,Preston Road,1,16218,411,18439.397641795316
Vauxhall,Putney Bridge,7,16218,2494,9432.430209094404
Vauxhall,Queen's Park,24,16218,2167,11424.076096579418
Vauxhall,Queensbury,3,16218,439,21182.387772540063
Vauxhall,Queensway,20,16218,1882,7343.768701602398
Vauxhall,Ravenscourt Park,28,16218,1895,9464.211125204609
Vauxhall,Rayners Lane,0,16218,426,24081.556176686492
Vauxhall,Redbridge,0,16218,198,20950.916678183024
Vauxhall,Regent's Park,86,16218,3364,5423.318552223813
Vauxhall,Richmond,1,16218,5397,16273.87275905189
Vauxhall,Rickmansworth,0,16218,937,34333.58655884396
Vauxhall,Roding Valley,1,16218,84,24181.418006543186
Vauxhall,Royal Oak,2,16218,856,8979.557791262063
Vauxhall,Ruislip,0,16218,257,27705.972215222835
Vauxhall,Ruislip Gardens,1,16218,167,24517.835558096813
Vauxhall,Ruislip Manor,1,16218,408,27027.0909220714
Vauxhall,Russell Square,36,16218,5172,6291.89982142714
Vauxhall,Seven Sisters,174,16218,10191,14499.865794920559
Vauxhall,Shepherd's Bush,74,16218,9890,8770.9161722961
Vauxhall,Shepherd's Bush Market,0,16218,416,10068.970728666189
Vauxhall,Sloane Square,119,16218,8229,3390.9009807591083
Vauxhall,Snaresbrook,0,16218,512,19761.214851889847
Vauxhall,South Ealing,4,16218,670,15128.65732924812
Vauxhall,South Harrow,1,16218,387,22736.577477550847
Vauxhall,South Kensington,177,16218,15325,4564.106606301892
Vauxhall,South Kenton,0,16218,261,19318.27356524271
Vauxhall,South Ruislip,4,16218,289,23631.955785334012
Vauxhall,South Wimbledon,5,16218,1361,9935.683723944729
Vauxhall,South Woodford,0,16218,766,21077.0632151307
Vauxhall,Southfields,0,16218,1351,12121.812798948718
Vauxhall,Southgate,9,16218,874,20301.310529341343
Vauxhall,Southwark,14,16218,10326,5069.949665763644
Vauxhall,St. James's Park,44,16218,13339,3002.4536314648626
Vauxhall,St. John's Wood,37,16218,3982,8357.74044097377
Vauxhall,St. Paul's,100,16218,13446,7246.090894208164
Vauxhall,Stamford Brook,8,16218,784,10173.48956514471
Vauxhall,Stanmore,4,16218,983,24295.283342099912
Vauxhall,Stepney Green,9,16218,1879,10490.365932033648
Vauxhall,Stockwell,76,16218,1623,1506.837919287787
Vauxhall,Stonebridge Park,4,16218,729,15316.342489150404
Vauxhall,Stratford,80,16218,55954,14307.800368925306
Vauxhall,Sudbury Hill,0,16218,277,21251.130249067297
Vauxhall,Sudbury Town,1,16218,218,19634.13517556927
Vauxhall,Swiss Cottage,27,16218,2598,9327.659687196021
Vauxhall,Temple,224,16218,6780,5111.513153605081
Vauxhall,Theydon Bois,0,16218,98,32332.137204262363
Vauxhall,Tooting Bec,26,16218,1239,6501.939531291229
Vauxhall,Tooting Broadway,62,16218,4506,7576.862858112595
Vauxhall,Tottenham Court Road,88,16218,19126,5172.961396145923
Vauxhall,Tottenham Hale,138,16218,3239,15653.422524670354
Vauxhall,Totteridge & Whetstone,5,16218,287,19920.90302125629
Vauxhall,Tower Hill,80,16218,8286,7607.680006796168
Vauxhall,Tufnell Park,3,16218,557,9557.248279017882
Vauxhall,Turnham Green,16,16218,1515,10778.24367240982
Vauxhall,Turnpike Lane,17,16218,992,14531.675729341634
Vauxhall,Upminster,0,16218,1132,32721.33832679628
Vauxhall,Upminster Bridge,0,16218,568,31410.594492632234
Vauxhall,Upney,1,16218,485,21708.97717588309
Vauxhall,Upton Park,5,16218,1642,16616.50458161727
Vauxhall,Uxbridge,21,16218,4316,32760.463597447197
Vauxhall,Victoria,829,16218,33251,2225.1662567963162
Vauxhall,Walthamstow Central,90,16218,5271,17991.465042881402
Vauxhall,Wanstead,0,16218,419,19770.51162464595
Vauxhall,Warren Street,1078,16218,17309,5594.970766240963
Vauxhall,Warwick Avenue,20,16218,1174,8974.889338846113
Vauxhall,Waterloo,10,16218,23466,4413.534498327185
Vauxhall,Watford,0,16218,961,35901.283661819594
Vauxhall,Wembley Central,2,16218,1327,17034.43370564974
Vauxhall,Wembley Park,30,16218,5759,17019.68596867569
Vauxhall,West Acton,4,16218,488,15020.500556727422
Vauxhall,West Brompton,30,16218,5859,6792.909493262459
Vauxhall,West Finchley,1,16218,91,17497.308137103864
Vauxhall,West Ham,9,16218,5487,14365.540914007935
Vauxhall,West Hampstead,21,16218,5856,10509.15089066984
Vauxhall,West Harrow,0,16218,122,22717.476387815794
Vauxhall,West Kensington,28,16218,1345,7169.579478999392
Vauxhall,West Ruislip,0,16218,194,26642.21531083875
Vauxhall,Westbourne Park,5,16218,1347,9948.949803464111
Vauxhall,Westminster,17,16218,15466,3563.1919378234684
Vauxhall,White City,71,16218,5966,10071.392519011079
Vauxhall,Whitechapel,26,16218,17633,9410.222884263052
Vauxhall,Willesden Green,7,16218,830,12709.805539414176
Vauxhall,Willesden Junction,5,16218,4165,12677.189273748221
Vauxhall,Wimbledon,1,16218,6295,15137.301742862432
Vauxhall,Wood Green,56,16218,2146,15462.488883465487
Vauxhall,Wood Lane,0,16218,1578,10595.21923613614
Vauxhall,Woodford,0,16218,706,22789.007026851785
Vauxhall,Woodside Park,11,16218,745,18443.794688669164
Victoria,Acton Town,30,37517,2202,10775.58991211001
Victoria,Aldgate,59,37517,7782,6168.16152955512
Victoria,Aldgate East,153,37517,7932,6410.205854986294
Victoria,Alperton,9,37517,741,15748.627519957066
Victoria,Amersham,2,37517,256,42558.305659497695
Victoria,Angel,235,37517,8103,5959.643746788111
Victoria,Archway,91,37517,2193,8325.606842858206
Victoria,Arnos Grove,18,37517,748,16096.995363686809
Victoria,Arsenal,9,37517,315,8095.996745362121
Victoria,Baker Street,399,37517,14973,3993.6763714055623
Victoria,Balham,27,37517,3814,7751.973161598436
Victoria,Bank and Monument,480,37517,78549,4731.26834775171
Victoria,Barbican,117,37517,9134,6215.361258541612
Victoria,Barking,21,37517,7004,18304.988420158985
Victoria,Barkingside,2,37517,262,23860.24969939861
Victoria,Barons Court,94,37517,2956,5505.136632033682
Victoria,Bayswater,62,37517,615,5806.028041303375
Victoria,Becontree,3,37517,456,21599.424261024935
Victoria,Belsize Park,67,37517,2255,7321.423304410724
Victoria,Bermondsey,27,37517,3172,6030.902873182409
Victoria,Bethnal Green,56,37517,4660,7981.012344801225
Victoria,Blackfriars,364,37517,10849,3638.375817894504
Victoria,Blackhorse Road,107,37517,2955,14842.41026544878
Victoria,Bond Street,365,37517,20967,2358.4667970880705
Victoria,Borough,42,37517,3254,4457.6951237212625
Victoria,Boston Manor,4,37517,892,14287.257840380851
Victoria,Bounds Green,38,37517,778,14742.747936924203
Victoria,Bow Road,8,37517,1193,10107.834330023727
Victoria,Brent Cross,25,37517,450,12400.184178404475
Victoria,Brixton,435,37517,5084,5318.721653162693
Victoria,Bromley-by-Bow,9,37517,1613,11116.599338180777
Victoria,Buckhurst Hill,0,37517,228,23085.88467382765
Victoria,Burnt Oak,20,37517,649,16992.699507951475
Victoria,Caledonian Road,77,37517,1803,6813.992008237591
Victoria,Camden Town,342,37517,6348,5289.567029204411
Victoria,Canada Water,32,37517,20443,7020.404510551305
