station_origin,station_destination,flows,population,jobs,distance
Parsons Green,Park Royal,5,4361,1552,12038.324470250542
Parsons Green,Perivale,1,4361,532,13311.760892512099
Parsons Green,Piccadilly Circus,93,4361,13641,7316.086508479943
Parsons Green,Pimlico,12,4361,5585,7612.677082683775
Parsons Green,Plaistow,0,4361,1049,19471.522351062977
Parsons Green,Preston Road,0,4361,411,20323.98616658202
Parsons Green,Putney Bridge,12,4361,2494,994.4388366468603
Parsons Green,Queen's Park,0,4361,2167,10504.532870223497
Parsons Green,Queensbury,0,4361,439,23066.976297326768
Parsons Green,Ravenscourt Park,18,4361,1895,5451.14195807184
Parsons Green,Rayners Lane,0,4361,426,20529.037061467046
Parsons Green,Redbridge,0,4361,198,25127.044829031856
Parsons Green,Regent's Park,11,4361,3364,8527.05632192725
Parsons Green,Richmond,5,4361,5397,12260.803591919124
Parsons Green,Royal Oak,0,4361,856,8060.014564906141
Parsons Green,Ruislip Gardens,0,4361,167,19936.388715207766
Parsons Green,Russell Square,24,4361,5172,9395.637591130577
Parsons Green,Seven Sisters,11,4361,10191,17603.603564623994
Parsons Green,Shepherd's Bush,2,4361,9890,4189.469329407054
Parsons Green,Shepherd's Bush Market,0,4361,416,6055.901561533421
Parsons Green,Sloane Square,66,4361,8229,5047.0903916884345
Parsons Green,Snaresbrook,0,4361,512,23937.34300273868
Parsons Green,South Ealing,2,4361,670,11115.588162115353
Parsons Green,South Harrow,1,4361,387,18723.50831041808
Parsons Green,South Kensington,92,4361,15325,3873.8847661456516
Parsons Green,South Kenton,0,4361,261,14736.826722353666
Parsons Green,South Ruislip,0,4361,289,19050.508942444965
Parsons Green,South Woodford,0,4361,766,25253.191365979532
Parsons Green,Southfields,55,4361,1351,3683.8214265011743
Parsons Green,Southgate,0,4361,874,23405.04829904478
Parsons Green,Southwark,24,4361,10326,9057.608524618554
Parsons Green,St. James's Park,105,4361,13339,6990.112490319773
Parsons Green,St. John's Wood,7,4361,3982,11085.0626197223
Parsons Green,St. Paul's,8,4361,13446,10349.828663911603
Parsons Green,Stamford Brook,7,4361,784,6160.420398011942
Parsons Green,Stanmore,0,4361,983,26179.871866886617
Parsons Green,Stepney Green,4,4361,1879,14666.49408288248
Parsons Green,Stockwell,1,4361,1623,9944.829291735332
Parsons Green,Stonebridge Park,0,4361,729,10734.895646261357
Parsons Green,Stratford,15,4361,55954,18483.928519774137
Parsons Green,Sudbury Hill,0,4361,277,17238.06108193453
Parsons Green,Sudbury Town,0,4361,218,15621.066008436506
Parsons Green,Swiss Cottage,2,4361,2598,12054.98186594455
Parsons Green,Temple,102,4361,6780,9022.788137285197
Parsons Green,Tooting Bec,0,4361,1239,14939.930903738776
Parsons Green,Tooting Broadway,0,4361,4506,16014.85423056014
Parsons Green,Tottenham Court Road,27,4361,19126,8276.699165849359
Parsons Green,Tottenham Hale,4,4361,3239,18757.16029437379
Parsons Green,Totteridge & Whetstone,0,4361,287,23024.640790959726
Parsons Green,Tower Hill,63,4361,8286,11783.808157644999
Parsons Green,Tufnell Park,0,4361,557,12660.986048721317
Parsons Green,Turnham Green,12,4361,1515,6765.174505277053
Parsons Green,Turnpike Lane,0,4361,992,17635.41349904507
Parsons Green,Upminster,0,4361,1132,36897.46647764512
Parsons Green,Upney,0,4361,485,25885.105326731922
Parsons Green,Upton Park,0,4361,1642,20792.632732466103
Parsons Green,Uxbridge,3,4361,4316,29207.94448222775
Parsons Green,Vauxhall,23,4361,16242,8437.991372447545
Parsons Green,Victoria,55,4361,33251,6212.825115651227
Parsons Green,Walthamstow Central,1,4361,5271,21730.302801849422
Parsons Green,Wanstead,0,4361,419,23946.639775494783
Parsons Green,Warren Street,48,4361,17309,8698.708535944399
Parsons Green,Warwick Avenue,1,4361,1174,8055.346112490191
Parsons Green,Waterloo,14,4361,23466,8401.193357182095
Parsons Green,Wembley Central,0,4361,1327,12452.98686276069
Parsons Green,Wembley Park,3,4361,5759,18904.274493462395
Parsons Green,West Brompton,139,4361,5859,1645.0818791850834
Parsons Green,West Ham,1,4361,5487,18541.669064856767
Parsons Green,West Hampstead,1,4361,5856,12318.842051529788
Parsons Green,West Kensington,0,4361,1345,3156.510311866624
Parsons Green,Westbourne Park,2,4361,1347,8601.480884828918
Parsons Green,Westminster,47,4361,15466,7550.850796678379
Parsons Green,White City,13,4361,5966,5489.945676122033
Parsons Green,Whitechapel,34,4361,17633,13586.351035111884
Parsons Green,Willesden Green,0,4361,830,14519.496700274123
Parsons Green,Willesden Junction,0,4361,4165,8095.742430859174
Parsons Green,Wimbledon,411,4361,6295,6699.310370414888
Parsons Green,Wimbledon Park,12,4361,596,5043.437350926649
Parsons Green,Wood Green,1,4361,2146,18566.226653168924
Parsons Green,Wood Lane,2,4361,1578,6582.150069003372
Parsons Green,Woodford,0,4361,706,26965.135177700617
Parsons Green,Woodside Park,1,4361,745,21547.5324583726
Peckham Rye,Battersea Park,0,2407,0,6367.971139521946
Peckham Rye,Brockley,0,2407,468,6833.534445345938
Peckham Rye,Canada Water,700,2407,20443,4072.2740691294557
Peckham Rye,Canonbury,1,2407,846,12188.663128260343
Peckham Rye,Carpenders Park,0,2407,340,33556.41920050245
Peckham Rye,Clapham High Street,142,2407,1296,4577.54885117214
Peckham Rye,Clapham Junction,630,2407,4969,8075.902826850279
Peckham Rye,Dalston Junction,35,2407,1289,10824.813523181605
Peckham Rye,Denmark Hill,67,2407,2612,1335.5869317470406
Peckham Rye,Forest Hill,0,2407,608,9825.878420545469
Peckham Rye,Hackney Central,0,2407,2440,14659.566642880343
Peckham Rye,Hackney Wick,1,2407,1263,13398.442025145236
Peckham Rye,Haggerston,26,2407,1184,10016.80302707099
Peckham Rye,Hampstead Heath,0,2407,2792,18675.828832449097
Peckham Rye,Harlesden,0,2407,1668,19451.669853843672
Peckham Rye,Highbury & Islington,1,2407,25385,13169.769361189567
Peckham Rye,Homerton,3,2407,1998,14741.77410189373
Peckham Rye,Honor Oak Park,0,2407,341,8567.82871283503
Peckham Rye,Hoxton,55,2407,2181,9182.221447946948
Peckham Rye,Imperial Wharf,43,2407,2049,10279.630608920445
Peckham Rye,Kensal Green,0,2407,472,19659.679659264144
Peckham Rye,Kensal Rise,3,2407,1376,19936.659975284405
Peckham Rye,Kensington,49,2407,2252,13402.465578178055
Peckham Rye,Kenton,0,2407,768,26335.532635194326
Peckham Rye,New Cross,0,2407,1027,5839.7161637825675
Peckham Rye,New Cross Gate,0,2407,1340,5604.485955439217
Peckham Rye,North Wembley,0,2407,365,24012.805259857898
Peckham Rye,Norwood Junction,0,2407,406,14906.78614708934
Peckham Rye,Queen's Park,0,2407,2167,18532.696180410207
Peckham Rye,Queens Road Peckham,16,2407,747,1130.5602968517767
Peckham Rye,Rotherhithe,2,2407,321,4507.522276003289
Peckham Rye,Shadwell,64,2407,7447,5816.8457129012
Peckham Rye,Shepherd's Bush,94,2407,9890,14401.182752221825
Peckham Rye,Shoreditch High Street,225,2407,7558,8106.977116270227
Peckham Rye,Stonebridge Park,0,2407,729,20946.60906907613
Peckham Rye,Surrey Quays,2,2407,1005,3522.7674249694537
Peckham Rye,Sydenham,0,2407,515,11240.95678495171
Peckham Rye,Wandsworth Road,47,2407,498,5199.5055292823245
Peckham Rye,Wapping,13,2407,1066,4958.07510391275
Peckham Rye,Wembley Central,0,2407,1327,22664.700285575465
Peckham Rye,West Brompton,18,2407,5859,11856.795301999853
Peckham Rye,West Croydon,3,2407,2048,17842.370806033265
Peckham Rye,West Hampstead,11,2407,5856,17617.77097450063
Peckham Rye,Whitechapel,151,2407,17633,6911.179711458256
Peckham Rye,Willesden Junction,5,2407,4165,18307.455853673946
Penge West,Brockley,2,362,468,5592.680589657027
Penge West,Canada Water,136,362,20443,9452.954254193512
Penge West,Canonbury,1,362,846,17569.3433133244
Penge West,Dalston Junction,5,362,1289,16205.49370824566
Penge West,Dalston Kingsland,0,362,2091,18750.51072763743
Penge West,Forest Hill,2,362,608,2600.3366144574975
Penge West,Hackney Central,0,362,2440,20040.246827944404
Penge West,Haggerston,5,362,1184,15397.483212135045
Penge West,Highbury & Islington,10,362,25385,18550.44954625362
Penge West,Homerton,1,362,1998,20122.454286957785
Penge West,Honor Oak Park,1,362,341,3858.3863221679367
Penge West,Hoxton,11,362,2181,14562.901633011003
Penge West,New Cross Gate,11,362,1340,6821.729079563748
Penge West,Norwood Junction,8,362,406,2480.571112086375
Penge West,Rotherhithe,2,362,321,9888.202461067345
Penge West,Shadwell,13,362,7447,11197.525897965255
Penge West,Shoreditch High Street,52,362,7558,13487.65730133428
Penge West,Surrey Quays,0,362,1005,8903.44761003351
Penge West,Sydenham,1,362,515,1185.258250051257
Penge West,Wapping,6,362,1066,10338.755288976805
Penge West,West Croydon,53,362,2048,5416.1557710303
Penge West,Whitechapel,42,362,17633,12291.85989652231
Perivale,Acton Town,7,1624,2202,10704.380918491132
Perivale,Aldgate,6,1624,7782,20304.79802471223
Perivale,Aldgate East,3,1624,7932,20546.842350143404
Perivale,Angel,3,1624,8103,18425.973070145068
Perivale,Archway,1,1624,2193,20791.936166215164
Perivale,Baker Street,5,1624,14973,15205.912510518629
Perivale,Balham,1,1624,3814,23420.014640203262
Perivale,Bank and Monument,71,1624,78549,18867.90484290882
Perivale,Barbican,1,1624,9134,19564.551255139424
Perivale,Barking,1,1624,7004,32441.624915316093
Perivale,Barkingside,1,1624,262,37996.88619455572
Perivale,Barons Court,1,1624,2956,13172.450084650833
Perivale,Belsize Park,1,1624,2255,19787.752627767684
Perivale,Bermondsey,1,1624,3172,21178.57705097829
Perivale,Bethnal Green,5,1624,4660,22117.648839958336
Perivale,Blackhorse Road,3,1624,2955,27308.739588805736
Perivale,Bond Street,42,1624,20967,14132.11758594797
Perivale,Borough,2,1624,3254,19605.36930151714
Perivale,Bounds Green,0,1624,778,27209.077260281163
Perivale,Bow Road,1,1624,1193,24244.470825180833
Perivale,Brixton,5,1624,5084,20986.763131767522
Perivale,Caledonian Road,1,1624,1803,19280.321331594547
Perivale,Camden Town,6,1624,6348,17755.89635256137
Perivale,Canada Water,5,1624,20443,22168.078688347185
Perivale,Canary Wharf,22,1624,58772,24255.234466350175
Perivale,Canning Town,2,1624,15428,26302.995492610335
Perivale,Chalk Farm,2,1624,1329,18749.662229434816
Perivale,Chancery Lane,54,1624,15391,16923.255345193716
Perivale,Charing Cross,6,1624,7016,16222.063680199977
Perivale,Chiswick Park,8,1624,1517,11979.31224649973
Perivale,Clapham Common,0,1624,2020,20995.0955035224
Perivale,Clapham North,0,1624,1238,20352.34143591272
Perivale,Colliers Wood,0,1624,865,26750.44832819452
Perivale,Covent Garden,1,1624,4355,16390.46833798535
Perivale,Ealing Broadway,32,1624,4846,8112.494320451638
Perivale,Earl's Court,9,1624,6613,11667.67746561099
Perivale,East Acton,37,1624,1505,5864.668740266872
Perivale,East Finchley,2,1624,1253,24131.13594063977
Perivale,East Ham,1,1624,2062,30016.71039814049
Perivale,East Putney,5,1624,1877,15364.734940375172
Perivale,Edgware Road,7,1624,6868,14171.093653127708
Perivale,Elephant & Castle,5,1624,6427,18905.42689491077
Perivale,Embankment,1,1624,10220,16562.389511023237
Perivale,Epping,0,1624,498,47057.46084662752
Perivale,Euston,6,1624,16800,16382.32025157882
Perivale,Farringdon,0,1624,25592,19103.648785551533
Perivale,Finchley Central,0,1624,1921,26501.67490317646
Perivale,Finchley Road,1,1624,3417,18007.38746655165
Perivale,Finsbury Park,3,1624,6769,21335.07658645168
Perivale,Fulham Broadway,3,1624,4200,12609.429895182897
Perivale,Gants Hill,0,1624,601,34508.59760455467
Perivale,Gloucester Road,6,1624,5194,12577.779496042247
Perivale,Golders Green,0,1624,1871,23351.425046761782
Perivale,Goldhawk Road,1,1624,370,15071.838102728607
Perivale,Goodge Street,3,1624,6457,16205.196503225849
Perivale,Green Park,8,1624,26754,15281.009235837982
Perivale,Greenford,63,1624,1157,1596.4083993711365
Perivale,Hainault,0,1624,356,40044.25667124454
Perivale,Hammersmith,12,1624,18250,14066.267983737682
Perivale,Hampstead,0,1624,2010,20965.739578583358
Perivale,Hanger Lane,35,1624,1493,2229.88724841665
Perivale,High Barnet,0,1624,953,32754.677994615522
Perivale,High Street Kensington,9,1624,5427,11694.299796729088
Perivale,Highbury & Islington,6,1624,25385,19827.481822857146
Perivale,Highgate,0,1624,856,22382.13387207827
Perivale,Holborn,35,1624,22346,16357.780418397628
Perivale,Holland Park,35,1624,2063,10033.952223777407
Perivale,Holloway Road,1,1624,1696,19895.614525661596
Perivale,Hounslow Central,0,1624,708,18489.959355745537
Perivale,Kennington,1,1624,1161,19096.21311829856
Perivale,Kentish Town,2,1624,3404,19033.82756820262
Perivale,Kew Gardens,0,1624,792,16254.402265891227
Perivale,Kilburn,0,1624,1953,18267.272843334424
Perivale,King's Cross St. Pancras,20,1624,33330,17245.673808620595
Perivale,Knightsbridge,3,1624,6821,14629.88407638965
Perivale,Ladbroke Grove,12,1624,2131,16095.076128252265
Perivale,Lambeth North,1,1624,1319,17909.720775943606
Perivale,Lancaster Gate,13,1624,1820,12230.114805516714
Perivale,Latimer Road,1,1624,1109,16591.211352988244
Perivale,Leicester Square,2,1624,8847,16024.946146108015
Perivale,Leyton,1,1624,1447,28539.079297147917
Perivale,Leytonstone,1,1624,1844,30202.945318582882
Perivale,Liverpool Street,59,1624,61122,19709.395724809576
Perivale,London Bridge,20,1624,29930,19090.78844987134
Perivale,Manor House,0,1624,1311,22451.202062099113
Perivale,Marble Arch,29,1624,6145,13448.69370320734
Perivale,Marylebone,2,1624,4250,14773.9646052043
Perivale,Mile End,5,1624,3759,23619.552436395723
Perivale,Moorgate,1,1624,24574,19644.72160458528
Perivale,Morden,1,1624,1447,29362.1170181095
Perivale,Mornington Crescent,2,1624,2927,17165.696105680334
Perivale,Newbury Park,0,1624,559,36866.35100885238
Perivale,North Acton,55,1624,3168,4684.162730352209
Perivale,North Greenwich,3,1624,6276,26085.009816229303
Perivale,Northolt,64,1624,663,3414.812142926794
Perivale,Notting Hill Gate,78,1624,5490,10733.671360516446
Perivale,Old Street,11,1624,15897,19946.599894377254
Perivale,Oval,1,1624,2544,20011.35843870223
Perivale,Oxford Circus,51,1624,44368,14686.447870103246
Perivale,Paddington,12,1624,20198,13382.479807966403
Perivale,Parsons Green,3,1624,2711,13311.7608925121
Perivale,Piccadilly Circus,6,1624,13641,15650.26302912261
Perivale,Pimlico,5,1624,5585,17067.893445637375
Perivale,Plaistow,0,1624,1049,27395.33373056886
Perivale,Putney Bridge,5,1624,2494,14306.199729158961
Perivale,Queensway,13,1624,1882,11371.98193822996
Perivale,Redbridge,0,1624,198,33050.85620853774
Perivale,Regent's Park,5,1624,3364,15664.481618784454
Perivale,Richmond,0,1624,5397,18422.522501629708
Perivale,Royal Oak,3,1624,856,14319.762268474362
Perivale,Ruislip Gardens,4,1624,167,6624.627822695666
Perivale,Russell Square,3,1624,5172,17064.20184415505
Perivale,Seven Sisters,2,1624,10191,24741.028861481198
Perivale,Shepherd's Bush,133,1624,9890,9122.291563105045
Perivale,Sloane Square,11,1624,8229,14502.306754642037
Perivale,South Kensington,11,1624,15325,13329.101129099254
Perivale,South Ruislip,21,1624,289,5738.748049932867
Perivale,South Woodford,0,1624,766,33177.00274548541
Perivale,Southfields,2,1624,1351,16995.582319013276
Perivale,Southgate,0,1624,874,30542.473595901985
Perivale,Southwark,13,1624,10326,17992.45758676321
Perivale,St. James's Park,3,1624,13339,16445.328853273375
Perivale,St. John's Wood,2,1624,3982,17344.81032329052
Perivale,St. Paul's,60,1624,13446,18018.392916936074
Perivale,Stamford Brook,1,1624,784,13537.172399624065
Perivale,Stockwell,0,1624,1623,19400.045654688933
Perivale,Stratford,17,1624,55954,26407.739899280023
Perivale,Swiss Cottage,2,1624,2598,18314.72956951277
Perivale,Tooting Bec,1,1624,1239,24395.147266692373
Perivale,Tooting Broadway,3,1624,4506,25470.070593513738
Perivale,Tottenham Court Road,39,1624,19126,15560.733901376425
Perivale,Tottenham Hale,1,1624,3239,25894.585591230993
Perivale,Tower Hill,2,1624,8286,19707.619537150884
Perivale,Tufnell Park,1,1624,557,19798.411345578523
Perivale,Turnham Green,1,1624,1515,12926.893414987637
Perivale,Turnpike Lane,0,1624,992,24772.838795902273
Perivale,Upney,0,1624,485,33808.916706237804
Perivale,Upton Park,0,1624,1642,28716.444111971985
Perivale,Uxbridge,1,1624,4316,28871.41372981014
Perivale,Vauxhall,14,1624,16242,17893.207735401145
Perivale,Victoria,38,1624,33251,15668.04147860483
Perivale,Walthamstow Central,1,1624,5271,28867.728098706626
Perivale,Warren Street,15,1624,17309,15836.133832801605
Perivale,Warwick Avenue,0,1624,1174,14315.093816058412
Perivale,Waterloo,13,1624,23466,17336.04241932675
Perivale,West Acton,10,1624,488,6495.618282030695
Perivale,West Brompton,7,1624,5859,11666.679013327017
Perivale,West Ham,0,1624,5487,26465.48044436265
Perivale,West Hampstead,1,1624,5856,17251.66428522778
Perivale,West Ruislip,17,1624,194,8749.007575437605
Perivale,Westbourne Park,6,1624,1347,15289.15428067641
Perivale,Westminster,15,1624,15466,16704.771840155452
Perivale,White City,55,1624,5966,7821.815216390067
Perivale,Whitechapel,2,1624,17633,21510.16241461777
Perivale,Wimbledon,10,1624,6295,20011.071262926987
Perivale,Wimbledon Park,0,1624,596,18355.19824343875
Perivale,Wood Green,1,1624,2146,25703.651950026127
Perivale,Woodford,0,1624,706,34888.9465572065
Piccadilly Circus,Acton Town,3,1037,2202,11878.851304938727
Piccadilly Circus,Aldgate,1,1037,7782,5133.36012533947
Piccadilly Circus,Aldgate East,6,1037,7932,5375.404450770644
Piccadilly Circus,Alperton,1,1037,741,16851.888912785784
Piccadilly Circus,Amersham,0,1037,256,41302.002271770776
Piccadilly Circus,Angel,6,1037,8103,4130.328049910236
Piccadilly Circus,Archway,1,1037,2193,7069.303455131285
Piccadilly Circus,Arnos Grove,0,1037,748,14267.679666808934
Piccadilly Circus,Arsenal,1,1037,315,6266.681048484246
Piccadilly Circus,Baker Street,18,1037,14973,2737.37298367864
Piccadilly Circus,Balham,1,1037,3814,9665.08241560772
Piccadilly Circus,Bank and Monument,40,1037,78549,3696.46694353606
Piccadilly Circus,Barbican,2,1037,9134,5180.559854325962
Piccadilly Circus,Barking,10,1037,7004,17270.187015943335
Piccadilly Circus,Barkingside,0,1037,262,22825.44829518296
Piccadilly Circus,Barons Court,9,1037,2956,6608.398024862399
Piccadilly Circus,Bayswater,0,1037,615,5666.623536602781
Piccadilly Circus,Becontree,0,1037,456,20564.622856809285
Piccadilly Circus,Belsize Park,0,1037,2255,6065.119916683803
Piccadilly Circus,Bermondsey,0,1037,3172,5528.31402185568
Piccadilly Circus,Bethnal Green,1,1037,4660,6946.2109405855745
Piccadilly Circus,Blackfriars,8,1037,10849,2458.7305498909927
Piccadilly Circus,Blackhorse Road,4,1037,2955,13013.094568570905
Piccadilly Circus,Bond Street,1,1037,20967,1518.145443174641
Piccadilly Circus,Borough,1,1037,3254,3955.1062723945333
Piccadilly Circus,Boston Manor,1,1037,892,15390.519233209568
Piccadilly Circus,Bounds Green,1,1037,778,12913.432240046328
Piccadilly Circus,Bow Road,0,1037,1193,9073.032925808076
Piccadilly Circus,Brent Cross,0,1037,450,11143.880790677555
Piccadilly Circus,Brixton,10,1037,5084,7231.830907171978
Piccadilly Circus,Bromley-by-Bow,0,1037,1613,10081.797933965127
Piccadilly Circus,Buckhurst Hill,0,1037,228,22051.083269612
Piccadilly Circus,Burnt Oak,0,1037,649,15736.396120224554
Piccadilly Circus,Caledonian Road,4,1037,1803,4984.676311359716
Piccadilly Circus,Camden Town,3,1037,6348,4033.2636414774893
Piccadilly Circus,Canada Water,3,1037,20443,6517.815659224576
Piccadilly Circus,Canary Wharf,22,1037,58772,9083.796566977413
Piccadilly Circus,Canning Town,10,1037,15428,11131.557593237574
Piccadilly Circus,Cannon Street,8,1037,4698,3367.159260527738
Piccadilly Circus,Canons Park,1,1037,526,19394.19017571557
Piccadilly Circus,Chalfont & Latimer,0,1037,554,37916.335974430825
Piccadilly Circus,Chalk Farm,0,1037,1329,5027.029518350935
Piccadilly Circus,Chancery Lane,9,1037,15391,1938.6045836893004
Piccadilly Circus,Charing Cross,10,1037,7016,571.8006510773661
Piccadilly Circus,Chesham,0,1037,243,44232.2209629398
Piccadilly Circus,Chigwell,0,1037,148,23298.557903615976
Piccadilly Circus,Chiswick Park,2,1037,1517,10606.695506932117
Piccadilly Circus,Chorleywood,0,1037,702,34403.4816887906
Piccadilly Circus,Clapham Common,2,1037,2020,7240.163278926858
Piccadilly Circus,Clapham North,1,1037,1238,6597.409211317177
Piccadilly Circus,Clapham South,1,1037,1513,8492.470242770223
Piccadilly Circus,Cockfosters,1,1037,262,19456.412348356134
Piccadilly Circus,Colindale,0,1037,2081,14429.99636419145
Piccadilly Circus,Colliers Wood,0,1037,865,12995.516103598979
Piccadilly Circus,Covent Garden,10,1037,4355,740.2053088627373
Piccadilly Circus,Croxley,0,1037,340,30365.016244382732
Piccadilly Circus,Dagenham East,0,1037,649,23272.00485396725
Piccadilly Circus,Dagenham Heathway,2,1037,1108,21992.799467982688
Piccadilly Circus,Debden,0,1037,865,25938.635655070273
Piccadilly Circus,Dollis Hill,2,1037,847,10474.427652760234
Piccadilly Circus,Ealing Broadway,2,1037,4846,14394.43188886983
Piccadilly Circus,Ealing Common,1,1037,915,12905.463639506317
Piccadilly Circus,Earl's Court,11,1037,6613,5103.625405822557
Piccadilly Circus,East Acton,0,1037,1505,9785.59428885574
Piccadilly Circus,East Finchley,0,1037,1253,10408.503229555894
Piccadilly Circus,East Ham,3,1037,2062,14845.272498767734
Piccadilly Circus,East Putney,1,1037,1877,9369.060556343016
Piccadilly Circus,Eastcote,0,1037,364,22419.403555667825
Piccadilly Circus,Edgware,0,1037,772,17254.51059947899
Piccadilly Circus,Edgware Road,9,1037,6868,3772.1918410695616
Piccadilly Circus,Elephant & Castle,39,1037,6427,3255.163865788162
Piccadilly Circus,Elm Park,0,1037,269,25567.79500249579
Piccadilly Circus,Embankment,7,1037,10220,912.1264819006262
Piccadilly Circus,Epping,0,1037,498,31886.02294725475
Piccadilly Circus,Euston,5,1037,16800,2659.6875404949405
Piccadilly Circus,Euston Square,0,1037,8093,3989.482790416346
Piccadilly Circus,Fairlop,0,1037,182,23994.15435134221
Piccadilly Circus,Farringdon,4,1037,25592,4808.0037653167
Piccadilly Circus,Finchley Central,0,1037,1921,12779.042192092582
Piccadilly Circus,Finchley Road,2,1037,3417,6271.958064822731
Piccadilly Circus,Finsbury Park,6,1037,6769,7039.431566216848
Piccadilly Circus,Fulham Broadway,5,1037,4200,6613.75551115074
Piccadilly Circus,Gants Hill,0,1037,601,19337.15970518191
Piccadilly Circus,Gloucester Road,9,1037,5194,4193.523375391299
Piccadilly Circus,Golders Green,0,1037,1871,9628.792335677901
Piccadilly Circus,Goldhawk Road,0,1037,370,8507.786042940175
Piccadilly Circus,Goodge Street,1,1037,6457,1605.07525921884
Piccadilly Circus,Grange Hill,0,1037,76,24645.46115665594
Piccadilly Circus,Great Portland Street,0,1037,6936,3564.1770994142544
Piccadilly Circus,Green Park,8,1037,26754,777.6073347821318
Piccadilly Circus,Greenford,0,1037,1157,17246.671428493748
Piccadilly Circus,Gunnersbury,5,1037,4775,11203.625180994186
Piccadilly Circus,Hainault,0,1037,356,24872.81877187178
Piccadilly Circus,Hammersmith,30,1037,18250,7502.215923949249
Piccadilly Circus,Hampstead,0,1037,2010,7243.106867499477
Piccadilly Circus,Hanger Lane,0,1037,1493,13420.375780705963
Piccadilly Circus,Harlesden,2,1037,1668,11578.458567639413
Piccadilly Circus,Harrow & Wealdstone,0,1037,1335,20242.9755198487
Piccadilly Circus,Harrow-on-the-Hill,1,1037,3019,17994.16040417261
Piccadilly Circus,Hatton Cross,1,1037,1219,23946.92955181081
Piccadilly Circus,Heathrow Terminal 4,4,1037,693,25823.26221788035
Piccadilly Circus,Heathrow Terminal 5,7,1037,975,28814.84075297483
Piccadilly Circus,Heathrow Terminals 2 & 3,13,1037,2406,26359.608697809756
Piccadilly Circus,Hendon Central,1,1037,1878,12277.501074650409
Piccadilly Circus,High Barnet,0,1037,953,19032.045283531646
Piccadilly Circus,High Street Kensington,2,1037,5427,5198.629129922834
Piccadilly Circus,Highbury & Islington,7,1037,25385,5531.8368026223125
Piccadilly Circus,Highgate,0,1037,856,8659.50116099439
Piccadilly Circus,Hillingdon,0,1037,318,27134.591022506338
Piccadilly Circus,Holborn,27,1037,22346,1373.129656893212
Piccadilly Circus,Holland Park,0,1037,2063,5616.310805345203
Piccadilly Circus,Holloway Road,3,1037,1696,5599.969505426765
Piccadilly Circus,Hornchurch,0,1037,451,27112.16214933912
Piccadilly Circus,Hounslow Central,1,1037,708,19664.429742193133
Piccadilly Circus,Hounslow East,1,1037,843,18918.75321840455
Piccadilly Circus,Hounslow West,5,1037,401,21143.497241627625
Piccadilly Circus,Hyde Park Corner,8,1037,2410,1557.477462140464
Piccadilly Circus,Ickenham,0,1037,282,26010.16043759674
Piccadilly Circus,Kennington,1,1037,1161,3445.9500891759517
Piccadilly Circus,Kensal Green,1,1037,472,9327.205349785787
Piccadilly Circus,Kensington,0,1037,2252,6650.294134284732
Piccadilly Circus,Kentish Town,1,1037,3404,5311.194857118742
Piccadilly Circus,Kenton,0,1037,768,18462.321348990066
Piccadilly Circus,Kew Gardens,0,1037,792,12983.847659345813
Piccadilly Circus,Kilburn,2,1037,1953,8043.289804253246
Piccadilly Circus,Kilburn Park,4,1037,823,7132.7889928691175
Piccadilly Circus,King's Cross St. Pancras,50,1037,33330,2950.0287883857627
Piccadilly Circus,Kingsbury,0,1037,1018,16454.932480621945
Piccadilly Circus,Knightsbridge,24,1037,6821,2141.418795043897
Piccadilly Circus,Ladbroke Grove,1,1037,2131,7273.402006516727
Piccadilly Circus,Lambeth North,5,1037,1319,2259.4577468209973
Piccadilly Circus,Lancaster Gate,0,1037,1820,3420.1482236058973
Piccadilly Circus,Latimer Road,1,1037,1109,7932.966053735148
Piccadilly Circus,Leicester Square,2,1037,8847,374.68311698540504
Piccadilly Circus,Leyton,3,1037,1447,13367.641397775156
Piccadilly Circus,Leytonstone,0,1037,1844,15031.507419210122
Piccadilly Circus,Liverpool Street,34,1037,61122,4537.957825436814
Piccadilly Circus,London Bridge,16,1037,29930,3440.5254207487305
Piccadilly Circus,Loughton,0,1037,655,23886.538857196334
Piccadilly Circus,Maida Vale,4,1037,949,6281.017015065766
Piccadilly Circus,Manor House,6,1037,1311,8155.557041864282
Piccadilly Circus,Mansion House,6,1037,7815,3118.984073050745
Piccadilly Circus,Marble Arch,2,1037,6145,2201.5693259152713
Piccadilly Circus,Marylebone,22,1037,4250,3275.6623150102205
Piccadilly Circus,Mile End,1,1037,3759,8448.114537022964
Piccadilly Circus,Mill Hill East,0,1037,681,14301.222686865676
Piccadilly Circus,Moor Park,0,1037,550,27454.92559455568
Piccadilly Circus,Moorgate,5,1037,24574,4473.283705212519
Piccadilly Circus,Morden,0,1037,1447,15607.184793513954
Piccadilly Circus,Mornington Crescent,0,1037,2927,3443.0633945964532
Piccadilly Circus,Neasden,0,1037,732,11259.995839553676
Piccadilly Circus,Newbury Park,1,1037,559,21694.91310947962
Piccadilly Circus,North Acton,1,1037,3168,10966.100298770403
Piccadilly Circus,North Ealing,1,1037,332,13829.855159895162
Piccadilly Circus,North Greenwich,2,1037,6276,10913.571916856541
Piccadilly Circus,North Harrow,0,1037,190,19973.749403585287
Piccadilly Circus,North Wembley,1,1037,365,16139.593973653637
Piccadilly Circus,Northfields,2,1037,864,14459.688830655134
Piccadilly Circus,Northolt,0,1037,663,19065.075172049405
